university,fol_cnt,fan_cnt,wb_cnt,lvl,wb_cnt_since2015,ret_cnt,cmt_cnt,like_cnt
内蒙古经贸外语职业学院,13.0,117.0,61.0,4.0,0.0,0.836066,0.786885,0.016393
内蒙古交通职业技术学院,80.0,697.0,61.0,9.0,50.0,0.278689,0.245902,2.557377
内蒙古化工职业学院,174.5,647.5,148.5,4.0,0.0,1.557432,0.189189,0.108108
内蒙古大学,337.75,9442.5,1272.75,19.75,340.0,1.469942,0.738246,3.124444
内蒙古工业大学,255.8,2107.6,1410.8,19.2,308.0,0.745338,0.336563,0.953931
内蒙古师范大学,238.4,1635.5,779.7,13.8,452.0,1.479636,0.414065,1.29609
内蒙古机电职业技术学院,61.0,1181.0,158.0,12.0,78.0,6.405063,0.702532,4.101266
内蒙古民族大学,377.75,3095.75,804.75,10.25,20.0,2.196579,0.181649,0.176361
内蒙古财经大学,270.5,518.75,449.75,10.25,424.0,1.174255,0.480045,1.613828
西昌学院,102.8,949.9,579.1,15.4,443.0,1.418534,1.83169,2.605485
成都农业科技职业学院,419.5,1304.125,703.5,17.75,343.0,1.171473,1.079969,4.027489
凯里学院,232.0,986.0,2955.2,18.6,1873.0,0.597791,0.115778,0.815121
北京师范大学珠海分校,555.5,8137.0,2483.625,20.25,271.0,3.185645,0.995443,0.289006
西藏民族大学,252.0,1733.0,3852.0,26.0,1365.0,0.832088,0.605179,1.469834
广东创新科技职业学院,468.5,988.75,200.25,9.0,28.0,1.092385,1.353308,0.509363
山东劳动职业技术学院,50.0,1666.333333,299.666667,8.666667,159.0,0.144291,0.072773,0.510665
包头职业技术学院,148.333333,684.333333,1010.333333,13.0,492.0,0.351325,0.088742,0.306623
包头轻工职业技术学院,331.333333,372.0,637.666667,13.666667,187.0,0.2119,0.106994,0.197808
包头钢铁职业技术学院,31.5,247.5,157.0,3.5,0.0,0.14791,0.109325,0.022508
包头铁道职业技术学院,89.5,427.0,162.5,6.5,0.0,0.310769,0.381538,0.073846
北京中医药大学东方学院,10.5,262.5,83.5,6.0,40.0,0.125749,0.155689,0.233533
北京中医药大学,160.666667,2763.333333,599.0,19.333333,219.0,1.142458,1.179888,1.230168
北京交通大学,131.8,17542.4,777.6,10.0,247.0,16.333061,6.986111,14.543301
北京交通大学海滨学院,411.142857,1506.285714,424.142857,14.857143,143.0,0.950692,0.469774,1.602499
北京交通运输职业学院,102.5,678.5,621.5,12.0,63.0,0.548232,0.298232,0.243569
北京体育大学,122.5,2599.5,656.0,18.5,349.0,1.440458,0.628244,1.109924
北京信息科技大学,88.5,821.5,325.5,11.0,64.0,0.751543,0.725309,1.080247
北京农学院,85.0,2515.0,807.5,13.75,168.0,2.729018,1.239083,2.53577
北京化工大学,154.0,5077.2,1071.0,16.1,332.0,1.301746,0.687305,1.025956
北京卫生职业学院,78.0,774.0,192.0,14.0,138.0,0.946524,1.144385,3.550802
北京印刷学院,188.0,3616.8,2203.4,15.6,537.0,0.575002,0.265476,0.635829
北京吉利学院,317.4,16440.5,1454.3,15.1,71.0,2.059916,1.403673,0.277955
北京城市学院,142.833333,1720.5,380.333333,11.0,38.0,23.755556,2.375,0.690741
北京培黎职业学院,98.0,353.0,272.0,10.5,43.0,0.462247,0.861878,0.54512
北京外国语大学,110.5,32287.0,541.25,15.25,33.0,44.527253,11.811657,19.272531
北京大学,394.888889,83697.0,3992.0,21.333333,882.0,18.827553,4.433354,21.043771
北京工业大学,479.625,179575.0,1442.75,19.5,354.0,1.942103,1.038863,1.830737
北京工业职业技术学院,41.5,878.25,938.75,12.5,253.0,0.644676,0.402956,0.919518
北京工商大学,171.166667,7996.666667,1287.666667,17.0,260.0,2.991887,1.390211,2.538635
北京工商大学嘉华学院,226.5,574.0,527.0,12.5,315.0,0.22296,0.556926,0.342505
北京师范大学,272.111111,30106.222222,1675.555556,16.0,438.0,10.164169,3.681927,6.024567
北京建筑大学,332.428571,2427.142857,688.285714,13.285714,101.0,2.047477,1.056206,0.821801
北京戏曲艺术职业学院,97.0,1360.0,92.0,9.0,0.0,3.217391,1.532609,0.304348
北京服装学院,134.666667,9049.333333,786.333333,16.333333,184.0,5.615518,2.351445,1.286894
北京林业大学,132.142857,2297.714286,1213.428571,19.857143,343.0,2.510274,1.097399,0.999406
北京汇佳职业学院,51.0,106.0,39.0,6.0,3.0,2.710526,3.605263,1.394737
北京物资学院,1109.0,1833.666667,407.0,9.333333,159.0,0.409688,0.393268,0.83087
北京理工大学,227.8,15686.2,1978.6,17.2,139.0,4.51639,2.327597,0.684901
北京电子科技学院,69.0,1078.0,147.0,11.0,0.0,3.70068,0.435374,0.292517
北京电子科技职业学院,56.0,275.5,213.0,6.0,1.0,0.665871,0.26969,0.050119
北京电影学院,272.076923,175809.461538,1170.230769,15.615385,245.0,19.050367,6.202201,22.451501
北京石油化工学院,72.333333,1924.666667,532.333333,10.333333,132.0,0.970533,1.905956,0.731661
北京科技大学,179.285714,10650.857143,1123.142857,16.0,271.0,2.901686,1.874232,2.553406
北京科技大学天津学院,41.0,2778.5,111.0,10.0,51.0,0.561644,0.885845,2.680365
北京科技经营管理学院,51.5,412.5,31.0,7.5,0.0,0.887097,0.66129,0.177419
北京科技职业学院,6.0,179.0,12.0,5.0,6.0,0.083333,1.833333,0.583333
北京第二外国语学院,91.6,6620.6,1072.8,11.8,9.0,5.762287,2.192674,1.227247
北京联合大学,1074.5,4436.25,2048.75,19.75,1318.0,1.232354,1.40042,0.73729
北京航空航天大学,252.571429,5880.857143,1186.285714,14.714286,125.0,3.017735,1.586878,0.856629
北京警察学院,114.0,775.0,17.0,6.0,8.0,3.75,7.3125,7.375
北京语言大学,507.1,4828.9,1250.7,17.8,227.0,1.916057,0.980641,1.161217
北京财贸职业学院,65.0,850.5,439.5,8.5,49.0,0.257732,0.226804,0.147766
北京邮电大学,531.0,21663.0,4153.8,19.8,977.0,5.661548,2.977212,2.332458
北华大学,43.6,260.6,336.8,7.8,335.0,0.42246,0.516934,0.845514
北华航天工业学院,89.0,1008.0,350.0,14.5,193.0,0.606017,0.270774,1.031519
北方工业大学,155.0,1988.0,431.5,16.0,27.0,1.165509,3.403935,0.361111
北方民族大学,207.333333,1331.333333,770.583333,12.583333,172.0,1.374161,1.049618,2.401573
湖南商学院北津学院,105.5,633.0,175.5,13.5,102.0,2.881503,5.598266,4.315029
北海职业学院,28.0,20.0,56.0,7.0,56.0,0.0,0.0,0.089286
北海艺术设计学院,70.333333,375.333333,543.333333,12.333333,246.0,0.210721,0.213802,0.626001
漳州卫生职业学院,53.0,373.666667,246.333333,7.333333,85.0,0.293878,0.295238,0.882993
广东药学院,343.7,4781.4,1408.6,18.6,109.0,15.569814,2.399826,0.444968
郑州升达经贸管理学院,353.9,3337.5,2025.7,20.1,1186.0,1.864024,1.895415,5.980229
华东交通大学理工学院,281.5,3769.5,2927.0,22.75,634.0,1.94295,2.663387,1.845911
华东交通大学,379.0,2845.214286,1866.142857,22.5,586.0,10.555891,1.242933,1.656067
华东师范大学,358.384615,22041.615385,1942.538462,19.846154,341.0,12.223831,4.293978,3.488
华东政法大学,373.333333,3061.583333,1235.416667,17.333333,179.0,2.36269,0.809102,0.582634
华东理工大学,484.769231,6470.615385,1697.923077,16.692308,176.0,4.47579,1.765022,1.878629
华中农业大学,165.0,60834.090909,2488.454545,19.909091,494.0,3.158041,2.295515,2.84801
华中师范大学,564.727273,15734.0,4769.0,25.363636,1634.0,4.07308,2.173747,5.228824
华中师范大学武汉传媒学院,105.454545,1192.545455,1635.909091,18.0,746.0,0.573389,0.490371,1.495397
华中科技大学,241.571429,64037.428571,3029.285714,20.857143,532.0,34.652149,11.503907,12.138569
华侨大学,415.777778,22155.777778,3724.111111,25.333333,903.0,4.281312,1.842044,2.178795
华南农业大学珠江学院,271.333333,3639.222222,2440.444444,22.666667,232.0,3.077204,1.339222,0.343864
华北水利水电大学,677.0,12578.4,3809.5,23.5,1215.0,4.747535,1.89592,4.255859
华北理工大学冀唐学院,175.0,636.0,1066.0,22.0,296.0,0.165414,0.537594,0.807331
华北理工大学轻工学院,296.0,2614.0,829.0,15.5,95.0,1.517397,1.224871,1.769974
华北电力大学,257.416667,5518.583333,764.166667,13.583333,351.0,2.41872,1.086308,3.354072
华北科技学院,52.4,1118.0,218.2,11.0,57.0,0.621671,1.618916,0.831038
华南农业大学,708.0,3806.25,599.25,15.5,17.0,5.621066,1.704983,0.188811
福建华南女子职业学院,168.0,2076.333333,1535.0,17.333333,253.0,0.910455,0.587727,0.308864
华南师范大学,449.0,11366.75,2851.25,21.625,362.0,10.207223,2.134475,0.91379
华南理工大学,317.090909,11058.545455,2606.363636,19.454545,603.0,5.077226,1.727112,1.417776
华南理工大学广州学院,552.615385,7071.538462,2980.153846,22.615385,270.0,3.538897,1.56496,0.355208
厦门华厦学院,117.0,1234.142857,771.571429,17.714286,117.0,0.827414,0.672944,0.42503
广东财经大学华商学院,237.0,2868.333333,1318.0,18.333333,241.0,4.105477,0.795132,0.769523
武汉理工大学华夏学院,634.75,1769.75,2413.5,19.75,240.0,0.688097,0.359057,0.457624
广州华夏职业学院,432.428571,1498.285714,513.142857,14.857143,55.0,1.504313,0.930132,0.381829
吉林华桥外国语学院,120.75,676.0,476.0,16.5,223.0,0.568875,0.540484,1.690852
燕山大学里仁学院,252.6,919.6,480.2,12.0,143.0,0.862647,0.996231,0.979899
四川华新现代职业学院,202.142857,333.857143,344.714286,12.428571,228.0,0.843222,0.531399,2.780858
西安建筑科技大学华清学院,218.3,879.8,1778.7,16.9,329.0,0.9533,0.263809,0.538334
广州华立科技职业学院,170.714286,2047.571429,570.857143,17.142857,114.0,1.194323,1.018581,0.355871
广州大学华软软件学院,185.833333,6526.166667,2093.0,18.5,178.0,3.993193,1.54141,0.189465
南京中医药大学,313.571429,5674.571429,1160.857143,16.857143,225.0,2.542259,1.110406,2.752919
南京中医药大学翰林学院,219.4,735.2,1346.8,18.0,500.0,0.714711,0.247022,1.318046
南京交通职业技术学院,141.6,1162.2,492.2,11.0,101.0,0.457219,0.287433,0.683155
南京体育学院,104.333333,871.666667,710.0,13.333333,383.0,0.649877,0.414321,1.554568
南京信息工程大学,239.142857,2709.285714,1342.285714,19.571429,936.0,1.21326,0.739445,1.861462
南京农业大学,206.0,8806.0,1773.0,18.666667,531.0,5.07635,2.482098,4.057674
南京医科大学,228.666667,4552.666667,1180.0,17.333333,294.0,3.963232,1.692341,7.459962
南京医科大学康达学院,29.333333,256.333333,62.0,6.666667,52.0,0.23913,3.826087,2.326087
南京城市职业学院,43.0,384.0,190.0,14.0,188.0,0.136842,0.315789,1.526316
南京大学,318.928571,22936.428571,2220.785714,17.785714,439.0,7.992037,3.446384,5.275072
南京大学金陵学院,157.384615,1850.461538,895.384615,16.461538,143.0,1.057251,0.656493,0.482085
南京审计学院,165.0,708.666667,351.166667,6.833333,0.0,1.630315,0.709855,0.55928
南京工业大学,148.0,6378.833333,1065.166667,16.0,200.0,3.068309,1.804926,3.205419
南京工业大学浦江学院,53.0,163.0,10.0,10.0,0.0,0.6,0.7,2.4
南京工业职业技术学院,629.75,2330.5,805.75,14.0,349.0,0.896868,0.613827,0.966387
南京工程学院,208.142857,2064.857143,991.142857,16.857143,486.0,0.933675,1.052067,2.92198
南京师范大学,450.111111,15579.777778,3118.777778,21.333333,863.0,4.805761,1.779474,2.68082
南京师范大学泰州学院,129.75,1859.5,508.25,11.75,266.0,1.045253,0.774717,3.33694
南京晓庄学院,162.333333,2442.666667,2321.0,18.111111,1021.0,1.094177,0.856167,2.2243
南京机电职业技术学院,77.0,381.0,343.0,14.0,113.0,0.181818,0.26393,1.328446
南京林业大学,421.2,7064.5,1846.6,18.0,233.0,4.87421,2.145792,1.155221
南京森林警察学院,189.333333,3047.333333,905.666667,15.666667,461.0,2.183507,1.518574,3.793462
南京特殊教育师范学院,160.5,3327.5,1225.0,21.5,343.0,1.592487,1.01225,3.167415
南京理工大学,381.875,10503.375,1890.625,19.625,410.0,4.599633,2.368926,2.278617
南京理工大学泰州科技学院,158.666667,5127.666667,1268.666667,20.333333,629.0,0.726087,0.7,1.670109
南京理工大学紫金学院,291.666667,1553.333333,536.0,12.333333,42.0,0.781581,0.78967,0.684505
南京科技职业学院,77.666667,698.666667,483.666667,14.0,401.0,0.982026,1.085724,5.262012
南京航空航天大学,189.230769,5681.307692,1714.307692,19.461538,277.0,2.234633,1.222578,1.553217
南京航空航天大学金城学院,96.0,362.0,447.5,10.5,33.0,0.440716,0.230425,0.354586
南京艺术学院,359.5,8546.1,1082.2,19.3,155.0,3.028604,1.071078,1.944525
南京视觉艺术职业学院,76.5,548.5,157.0,8.5,0.0,1.906863,1.348039,0.421569
南京财经大学,307.727273,3956.454545,963.818182,17.909091,299.0,1.647385,1.356607,0.958224
南京财经大学红山学院,176.0,6011.0,2270.0,17.0,59.0,1.295936,0.952297,0.47129
南京邮电大学,299.0,3976.0,1573.75,19.875,624.0,3.148877,4.818212,4.17256
南京邮电大学通达学院,138.666667,1057.0,1022.0,17.666667,828.0,0.577988,0.48312,2.524646
南京铁道职业技术学院,96.666667,2646.666667,1729.0,17.333333,499.0,2.000393,0.508551,0.963829
南京信息工程大学滨江学院,103.0,1352.5,305.0,14.0,101.0,3.506623,2.498344,1.296358
南充职业技术学院,60.75,945.5,373.25,15.0,244.0,0.938347,1.167344,2.876016
南华大学,403.25,2424.625,916.25,16.375,279.0,1.796824,0.561453,1.277271
南华大学船山学院,60.0,145.0,190.0,9.0,190.0,1.178947,0.089474,0.557895
广东外语外贸大学南国商学院,279.454545,3975.636364,942.727273,15.454545,31.0,7.449424,0.815584,0.411801
南昌大学共青学院,124.0,893.833333,900.333333,16.833333,825.0,0.744108,0.822602,2.579328
南昌大学科学技术学院,431.625,5663.375,8572.625,27.625,3080.0,0.928498,0.40608,0.874546
南宁学院,399.0,1752.0,852.0,21.0,421.0,1.517079,1.475854,4.922261
南宁职业技术学院,368.769231,3535.307692,1415.769231,16.692308,258.0,3.531374,1.189772,1.899885
南昌师范学院,212.75,2578.125,3939.5,22.25,2225.0,1.34298,2.135655,3.668131
南开大学,287.333333,38668.666667,1767.888889,15.444444,332.0,25.329312,7.135595,20.323986
南开大学滨海学院,55.6,330.2,354.6,7.8,48.0,0.777174,0.313859,0.858016
南阳师范学院,470.181818,2404.181818,1544.818182,19.454545,672.0,37.287731,2.920148,3.846945
南方医科大学,288.111111,8053.555556,1486.333333,16.555556,100.0,3.127921,0.915678,0.31008
南方科技大学,126.5,1440.166667,531.166667,14.666667,122.0,1.432405,1.612882,1.781281
南京旅游职业学院,69.333333,501.0,569.0,12.0,494.0,0.487991,0.383128,3.14587
南昌大学,650.571429,24855.714286,6442.857143,25.142857,1655.0,8.338432,5.059254,5.845934
南昌工学院,243.909091,2469.0,1111.636364,19.0,716.0,1.353135,0.717443,3.623367
南昌工程学院,129.666667,2696.5,1096.666667,15.0,99.0,2.106208,0.689945,0.614937
南昌师范高等专科学校,95.0,1486.166667,512.5,16.5,328.0,9.790758,4.546372,7.556134
南昌理工学院,237.384615,6464.384615,455.769231,14.384615,232.0,34.704812,1.299913,2.093963
南昌职业学院,136.0,428.666667,284.333333,11.666667,247.0,0.432624,0.438534,1.836879
南昌航空大学,202.25,7650.25,1658.75,22.5,1192.0,2.664725,1.322398,6.061475
南昌航空大学科技学院,189.5,5380.0,1128.5,16.5,373.0,0.702586,0.814882,2.118648
嘉兴南洋职业技术学院,126.285714,1642.285714,535.714286,13.285714,83.0,0.673735,0.441052,1.136839
广州南洋理工职业学院,306.25,2406.0,1183.0,19.25,231.0,1.914462,1.083618,0.664676
湖南理工学院南湖学院,126.25,454.0,391.5,13.5,96.0,0.656995,1.033527,3.007092
四川外国语大学重庆南方翻译学院,148.333333,912.0,580.666667,14.333333,235.0,1.255332,1.101158,1.718464
南通大学,367.857143,3695.571429,1990.142857,19.571429,927.0,1.210266,0.73056,1.956437
南通大学杏林学院,129.0,550.0,1072.0,17.0,178.0,0.286381,0.137127,0.168843
南通理工学院,33.0,248.0,114.0,6.5,51.0,0.578947,0.631579,0.72807
南通科技职业学院,43.0,42.0,430.0,12.0,428.0,0.011682,0.014019,0.037383
南通航运职业技术学院,174.5,1102.0,735.0,16.5,438.0,0.475801,0.531697,0.916837
南阳农业职业学院,61.0,8013.0,737.0,14.0,617.0,0.076087,0.077446,0.369565
南阳医学高等专科学校,310.0,1825.75,279.25,9.75,273.0,0.484712,0.359712,3.539568
南阳职业学院,168.5,403.0,712.5,8.0,0.0,0.133427,0.066011,0.025983
桂林理工大学博文管理学院,386.571429,993.714286,1036.857143,20.142857,179.0,1.153467,0.655162,0.627581
海南医学院,112.0,794.333333,60.333333,5.5,25.0,2.072423,1.493036,6.158774
厦门理工学院,224.285714,2057.857143,1203.214286,17.785714,283.0,1.874093,0.936894,0.63929
厦门东海职业技术学院,341.0,1618.5,507.0,17.5,68.0,0.500497,0.659384,0.980139
厦门兴才职业技术学院,63.0,947.333333,397.0,14.666667,52.0,3.436081,1.445639,1.207885
厦门医学高等专科学校,66.0,692.75,317.5,8.75,147.0,1.617039,0.415219,3.508685
厦门华天涉外职业技术学院,21.0,880.0,148.0,9.0,3.0,0.59,1.24,3.35
厦门南洋职业学院,341.666667,1256.0,404.333333,12.666667,23.0,2.040474,1.366239,0.543929
厦门城市职业学院,218.222222,1207.222222,854.444444,17.888889,116.0,1.112126,0.807485,0.574401
厦门大学,317.375,60724.625,3629.5,19.5,848.0,16.189508,5.578099,17.680822
厦门大学嘉庚学院,338.571429,7219.214286,2959.214286,24.571429,918.0,2.853395,1.609281,2.160762
厦门工学院,420.555556,1894.111111,2280.888889,22.333333,499.0,0.647391,0.615086,0.62138
厦门海洋职业技术学院,120.5,1033.5,561.0,17.0,156.0,1.346464,0.126231,0.496867
厦门演艺职业学院,336.666667,1368.0,706.0,11.666667,20.0,0.521,0.483719,0.151015
厦门软件职业技术学院,135.0,1410.7,179.5,10.8,32.0,1.363688,1.324661,0.830882
重庆邮电大学移通学院,364.846154,2061.769231,1420.923077,17.769231,400.0,1.364737,0.571795,2.022825
台州学院,73.0,469.0,368.0,11.0,127.0,1.902174,1.649457,12.543478
台州科技职业学院,318.0,697.0,1492.5,23.5,694.0,0.487572,0.327545,2.430371
台州职业技术学院,109.0,2029.0,590.0,21.0,328.0,0.484589,1.332192,2.424658
右江民族医学院,172.0,772.5,740.5,17.0,399.0,1.215234,0.666667,3.645702
合肥信息技术职业学院,122.0,637.5,385.0,10.0,35.0,0.375821,0.348226,0.290407
合肥共达职业技术学院,69.0,249.0,76.0,13.0,14.0,0.684211,0.763158,0.328947
合肥学院,367.0,2952.75,1752.0,23.0,535.0,1.058367,0.544708,1.828183
合肥工业大学,226.285714,7132.428571,2478.571429,19.0,1019.0,2.945559,3.152495,4.482524
合肥师范学院,300.0,46920.625,1097.5,20.0,196.0,1.482531,1.099312,1.744979
合肥幼儿师范高等专科学校,62.333333,821.0,620.0,12.0,432.0,0.410685,0.747437,3.480302
合肥科技职业学院,287.0,195.5,83.0,7.5,0.0,2.25,2.0625,0.5
吉安职业技术学院,59.0,430.333333,303.666667,8.666667,288.0,0.743956,0.23956,2.521978
吉林农业大学,37.0,1768.2,226.8,9.2,27.0,1.279923,0.932432,0.590734
吉林农业科技学院,80.0,549.5,112.0,8.0,66.0,13.568182,3.677273,5.936364
吉林动画学院,62.0,1650.5,1061.0,10.75,240.0,0.859813,0.71838,1.254206
吉林医药学院,10.0,180.0,16.0,2.0,0.0,1.0,1.0625,0.0625
吉林城市职业技术学院,42.0,161.0,44.0,8.0,0.0,1.023256,1.069767,0.046512
吉林大学,275.666667,16732.0,1929.333333,18.666667,499.0,2.976999,1.785012,3.922278
吉林大学珠海学院,509.8,10664.0,2883.8,21.8,406.0,9.66067,4.152663,1.219965
吉林工商学院,166.0,566.5,416.833333,14.0,415.0,0.358317,0.852906,3.778758
吉林工程技术师范学院,24.5,4250.0,123.0,6.0,68.0,0.689516,0.475806,2.685484
吉林工程职业学院,76.0,49.0,25.0,5.0,24.0,0.041667,0.041667,0.208333
吉林师范大学,187.0,2010.0,554.5,9.0,303.0,1.836073,1.808219,6.080822
吉林师范大学博达学院,59.5,6457.0,287.5,13.0,44.0,1.586087,2.481739,2.078261
吉林建筑大学,77.166667,720.333333,159.333333,9.5,55.0,0.58351,0.457717,0.744186
延边大学,82.75,1592.25,335.25,10.5,283.0,2.108783,1.452861,7.85415
吉林艺术学院,135.333333,3142.333333,519.666667,11.666667,0.0,1.597679,0.685364,0.217279
吉林财经大学,434.142857,4222.571429,1728.714286,12.285714,35.0,2.01036,1.556505,0.806872
吉林铁道职业技术学院,71.0,33.0,20.0,6.0,0.0,0.0,0.05,0.0
吉林电子信息职业技术学院,45.0,296.0,19.0,3.0,7.0,0.0,0.0,0.157895
吉首大学,180.833333,610.666667,442.166667,13.666667,83.0,1.78716,0.514397,2.983658
山西大同大学,184.818182,5301.818182,1851.454545,17.636364,1239.0,0.928781,0.551215,4.162268
同济大学,234.823529,27087.529412,2600.294118,19.352941,511.0,7.216309,2.080723,2.480939
同济大学浙江学院,123.75,1279.5,337.5,13.0,153.0,0.838662,0.542751,0.895167
吕梁学院,98.0,513.333333,691.666667,11.333333,642.0,1.250725,2.341063,3.628502
周口师范学院,228.7,3110.7,1383.4,18.9,830.0,3.567026,1.50576,6.000514
周口科技职业学院,592.0,1401.0,296.0,12.0,135.0,0.586441,0.572881,3.691525
周口职业技术学院,1285.0,6615.0,4907.0,27.0,1933.0,0.409055,0.297424,1.332553
呼伦贝尔学院,11.5,581.0,3.0,3.0,0.0,1.5,2.833333,2.666667
呼和浩特民族学院,12.0,573.0,1.0,0.0,0.0,1.0,5.0,7.0
呼和浩特职业学院,95.8,391.8,77.0,8.4,9.0,0.772846,0.29765,1.383812
浙江科技学院,160.625,1245.625,683.125,16.25,116.0,1.170584,0.634961,0.66379
浙江师范大学,226.083333,4635.75,930.583333,14.583333,349.0,4.491303,2.098931,3.754756
咸宁职业技术学院,127.5,1265.5,417.0,13.5,396.0,0.052821,0.064826,1.938776
咸阳师范学院,297.4,1339.6,882.0,16.2,499.0,0.983509,1.005677,2.27575
咸阳职业技术学院,40.5,1068.0,26.0,3.0,0.0,0.480769,0.865385,1.25
哈尔滨商业大学,62.5,1847.0,1281.5,12.5,293.0,0.658735,0.419537,0.623669
哈尔滨体育学院,84.0,1024.0,527.0,12.0,40.0,0.856275,0.753036,0.817814
哈尔滨医科大学,142.0,3101.0,1052.0,14.0,483.0,0.68617,0.68617,4.077128
哈尔滨华德学院,28.0,193.0,96.0,9.0,96.0,0.385417,0.322917,1.958333
哈尔滨工业大学,316.875,24711.25,1818.875,16.625,152.0,8.881884,4.068553,4.336308
哈尔滨工程大学,319.8,94384.4,2187.9,16.1,439.0,8.148596,3.135005,2.656269
哈尔滨师范大学,109.625,1703.375,892.875,12.75,118.0,0.476406,0.266326,0.594595
哈尔滨幼儿师范高等专科学校,126.0,1182.0,984.0,22.0,800.0,3.840206,1.595876,6.478351
哈尔滨理工大学,29.666667,812.5,58.833333,7.666667,22.0,0.570201,0.979943,0.501433
哈尔滨石油学院,70.222222,719.333333,308.555556,10.111111,135.0,0.508647,0.242481,0.997368
哈尔滨远东理工学院,85.5,2364.5,80.0,9.5,80.0,0.075,0.30625,0.50625
哈尔滨金融学院,181.0,2131.5,1693.5,18.0,645.0,1.879075,0.808239,1.96147
唐山学院,285.0,4899.0,3632.0,26.0,2721.0,7.646476,10.796207,22.423719
唐山工业职业技术学院,21.0,1086.0,195.0,9.0,167.0,0.404145,1.854922,2.709845
唐山师范学院,244.25,993.0,810.5,13.5,151.0,1.080857,1.207415,1.216043
唐山职业技术学院,30.0,109.0,19.0,3.0,0.0,0.157895,0.315789,0.052632
商丘医学高等专科学校,149.0,464.0,149.0,6.0,59.0,0.137584,0.167785,0.412752
商丘学院,188.5,3218.5,1783.0,20.0,714.0,0.903729,0.810061,2.18011
商丘工学院,514.307692,3055.0,1709.615385,20.076923,928.0,1.734908,0.496953,3.918968
商丘师范学院,196.285714,1950.214286,963.571429,17.071429,441.0,1.405637,1.201045,4.576255
广东岭南职业技术学院,400.272727,2290.272727,1374.454545,18.545455,25.0,2.467283,0.674538,0.320839
湖南商学院,426.5,1268.5,416.0,16.0,40.0,1.657064,0.90535,0.812071
商洛学院,191.0,790.0,650.0,14.0,36.0,0.559708,0.168642,0.140383
商洛职业技术学院,4.0,67.0,12.0,7.0,12.0,0.083333,0.166667,1.416667
四川商务职业学院,90.5,819.5,481.5,15.75,293.0,0.319758,0.591084,1.965878
喀什大学,47.0,11355.0,19.0,7.0,19.0,6.368421,3.105263,9.368421
嘉兴学院,92.0,938.6,326.4,8.6,51.0,0.489644,0.413422,0.714167
嘉兴职业技术学院,107.333333,1752.0,1128.666667,18.333333,356.0,0.644616,1.620291,2.731534
嘉应学院,462.857143,3807.714286,1503.714286,19.142857,181.0,4.596522,1.425656,0.887443
四川三河职业学院,187.5,579.0,1230.0,15.5,726.0,0.436735,0.118367,2.38
四川中医药高等专科学校,25.0,1057.0,59.5,13.0,59.0,8.134454,9.495798,13.10084
四川传媒学院,149.222222,4300.777778,750.111111,18.777778,289.0,2.270958,1.847356,3.095019
四川农业大学,409.6,6975.466667,2195.466667,22.333333,865.0,3.82816,3.456821,6.750438
四川化工职业技术学院,94.166667,608.666667,356.666667,13.0,294.0,1.091421,0.919362,2.589311
四川医科大学,137.5,2885.75,1122.75,20.0,728.0,2.680196,1.53254,3.667366
四川卫生康复职业学院,80.0,1940.0,1066.0,14.0,1065.0,0.420657,1.065728,6.938967
四川司法警官职业学院,175.0,2356.666667,357.0,15.666667,237.0,1.386704,1.357678,4.858614
四川国际标榜职业学院,747.5,7452.5,1591.0,20.5,856.0,1.687073,2.107457,5.970042
四川城市职业学院,277.9,2948.9,1381.2,20.4,1122.0,1.241912,4.718939,4.77951
四川外国语大学,171.083333,4098.666667,1771.416667,17.333333,475.0,1.952994,0.96782,1.747235
四川大学,303.0,51159.333333,6011.333333,29.0,2289.0,12.277283,4.767799,15.427459
四川大学锦城学院,463.928571,5477.642857,3140.642857,24.142857,867.0,2.416678,3.038149,2.57221
四川大学锦江学院,139.0,873.75,426.25,17.25,170.0,0.694375,1.22,1.58625
民办四川天一学院,0,0,0,0,0,0,0,0
四川工业科技学院,87.166667,683.666667,620.333333,12.5,611.0,0.56413,2.107018,5.190374
四川工商学院,149.0,6386.285714,1240.285714,18.857143,328.0,1.781287,2.249468,3.790159
四川工商职业技术学院,182.25,1472.0,1654.0,20.0,1155.0,1.395445,1.785967,5.109555
四川工程职业技术学院,236.666667,2322.0,2107.0,22.666667,1318.0,0.947577,1.43749,3.894678
四川师范大学,480.727273,8481.545455,3764.363636,24.636364,1460.0,2.445588,4.044985,2.972883
四川希望汽车职业学院,115.0,727.333333,698.666667,18.666667,541.0,0.666028,0.526593,2.555822
四川幼儿师范高等专科学校,67.5,4126.0,2226.5,20.0,1947.0,0.683824,1.110064,12.192555
四川建筑职业技术学院,196.6,920.1,701.9,18.3,347.0,1.161946,1.222747,1.744206
四川托普信息技术职业学院,174.0,955.75,722.0,17.25,435.0,0.565808,1.145891,2.879526
四川护理职业学院,92.0,1012.0,50.0,8.0,39.0,1.265306,1.918367,5.959184
四川文化产业职业学院,205.0,2452.0,924.5,19.5,274.0,0.79574,1.103768,1.811032
四川文化传媒职业学院,199.0,392.0,118.333333,7.333333,76.0,0.478632,0.45584,0.723647
四川文化艺术学院,110.333333,166.666667,85.666667,7.0,67.0,0.305882,1.321569,2.807843
四川文理学院,137.0,2473.0,3532.4,23.0,1536.0,0.73836,1.676299,3.04596
四川文轩职业学院,89.0,386.0,26.0,7.0,24.0,0.375,0.541667,5.166667
