university,wb_cnt_since2015,ret_cnt,like_cnt,cmt_cnt
太原工业学院,13,0.076923,1.230769,1.230769
山西警官高等专科学校,15,0.933333,0.8,0.533333
晋城职业技术学院,23,0.391304,0.130435,0.304348
大同煤炭职业技术学院,12,0.0,0.0,0.666667
山西戏剧职业学院,3,1.0,0.0,0.666667
阳泉职业技术学院,41,2.560976,6.341463,2.756098
山西旅游职业学院,31,0.354839,2.870968,1.0
山西华澳商贸职业学院,42,0.666667,1.095238,1.047619
山西轻工职业技术学院,3,0.666667,0.0,2.333333
内蒙古科技大学,1304,3.174847,6.009202,1.895706
内蒙古民族大学,25,2.24,9.32,1.68
呼伦贝尔学院,10,4.6,3.0,2.3
内蒙古大学创业学院,62,1.064516,0.629032,1.451613
鄂尔多斯应用技术学院,23,1.565217,2.608696,1.217391
包头职业技术学院,40,0.775,0.45,0.575
包头轻工职业技术学院,12,0.0,0.25,0.083333
内蒙古机电职业技术学院,21,0.857143,0.190476,0.52381
内蒙古化工职业学院,35,0.028571,0.0,0.171429
沈阳化工大学,397,2.899244,8.433249,5.755668
辽宁工业大学,10,3.4,4.6,2.3
中国医科大学,46,26.26087,10.282609,13.673913
渤海大学,30,1.966667,13.633333,4.166667
沈阳音乐学院,13,5.769231,8.769231,9.307692
辽宁对外经贸学院,20,1.75,1.95,3.9
沈阳工程学院,12,0.5,1.083333,2.083333
沈阳航空航天大学北方科技学院,12,7.583333,0.916667,6.083333
大连工业大学艺术与信息工程学院,62,2.677419,1.16129,2.112903
大连医科大学中山学院,20,0.2,0.15,4.5
大连财经学院,12,3.666667,0.5,2.333333
大连艺术学院,25,3.2,0.32,12.64
大连东软信息学院,12,3.833333,0.25,1.916667
朝阳师范高等专科学校,10,0.4,0.1,1.3
营口职业技术学院,138,2.833333,6.318841,2.702899
辽阳职业技术学院,23,9.826087,0.043478,7.73913
辽宁税务高等专科学校,32,0.25,0.03125,2.0
辽宁石化职业技术学院,86,0.604651,0.5,0.883721
大连软件职业学院,25,0.48,0.2,2.08
辽河石油职业技术学院,50,0.66,0.32,1.74
辽宁建筑职业学院,2,0.5,0.0,3.0
长春中医药大学,469,2.703625,6.181237,6.159915
长春师范大学,10,4.7,25.5,5.5
吉林工商学院,5,0.4,3.2,0.8
长春工业大学人文信息学院,10,8.2,4.9,9.6
吉林动画学院,32,1.71875,4.4375,2.28125
吉林医药学院,23,0.521739,0.695652,2.652174
吉林交通职业技术学院,45,5.466667,0.222222,3.955556
吉林电子信息职业技术学院,130,0.515385,0.323077,1.453846
浙江交通职业技术学院,169,3.627219,5.928994,1.64497
浙江工贸职业技术学院,17,0.0,0.823529,0.0
浙江经贸职业技术学院,10,1.3,1.3,0.1
浙江育英职业技术学院,18,0.277778,0.777778,1.277778
嘉兴职业技术学院,8,0.75,0.375,0.125
浙江医学高等专科学校,13,0.769231,0.538462,1.230769
浙江广厦建设职业技术学院,13,0.153846,0.0,0.0
浙江体育职业技术学院,15,0.8,1.133333,0.866667
浙江横店影视职业学院,19,4.736842,1.631579,2.631579
合肥工业大学,29,18.275862,5.827586,10.068966
安徽医科大学,164,0.0,0.0,0.0
安徽商贸职业技术学院,317,0.0,0.0,0.0
安徽医学高等专科学校,88,1.431818,10.772727,3.943182
滁州职业技术学院,17,0.882353,0.294118,0.529412
安徽广播影视职业技术学院,18,0.5,0.444444,1.888889
安徽电气工程职业技术学院,15,0.2,0.0,0.0
安徽城市管理职业学院,14,0.0,0.0,0.214286
安徽中澳科技职业学院,15,0.133333,0.0,2.266667
阜阳科技职业学院,25,0.32,0.08,0.08
亳州职业技术学院,3,0.333333,0.0,1.333333
安徽国防科技职业学院,43,0.302326,1.209302,0.325581
安徽艺术职业学院,41,1.585366,0.853659,8.829268
马鞍山师范高等专科学校,23,0.695652,0.304348,1.086957
安徽国际商务职业学院,27,1.703704,0.37037,1.962963
安徽林业职业技术学院,14,0.571429,0.071429,3.642857
安徽审计职业学院,10,0.2,0.1,2.0
安徽邮电职业技术学院,10,0.0,0.0,1.8
民办合肥财经职业学院,1,0.0,0.0,0.0
安徽涉外经济职业学院,38,0.131579,0.0,1.052632
合肥共达职业技术学院,42,0.761905,0.404762,1.833333
蚌埠经济技术职业学院,1,0.0,0.0,0.0
徽商职业学院,122,1.688525,5.303279,4.508197
马鞍山职业技术学院,12,0.25,0.083333,1.333333
合肥信息技术职业学院,20,0.35,0.0,0.2
阜阳幼儿师范高等专科学校,37,1.972973,5.297297,2.459459
华侨大学,21,12.285714,5.238095,3.666667
福建工程学院,12,11.583333,4.166667,7.833333
集美大学,13,18.307692,17.615385,33.692308
福建中医药大学,13,3.307692,4.076923,3.769231
福建师范大学,17,11.470588,5.529412,10.470588
武夷学院,22,10.636364,3.863636,4.090909
宁德师范学院,850,1.736471,5.588235,2.147059
厦门理工学院,17,29.764706,10.705882,11.529412
龙岩学院,11,6.727273,1.454545,2.545455
仰恩大学,14,11.5,4.5,5.0
厦门华厦学院,10,1.5,1.1,2.9
福建师范大学闽南科技学院,28,3.5,2.142857,2.142857
厦门工学院,324,9.688272,22.981481,15.385802
厦门大学嘉庚学院,14,3.357143,3.285714,2.857143
福建师范大学协和学院,16,3.125,4.625,2.25
福建江夏学院,15,2.733333,4.066667,3.666667
福州理工学院,11,3.363636,1.727273,0.909091
福建农林大学金山学院,35,5.857143,2.942857,5.285714
福建商业高等专科学校,11,0.272727,0.181818,1.090909
闽西职业技术学院,155,1.948387,2.909677,3.645161
福建华南女子职业学院,25,0.96,0.72,0.92
福建林业职业技术学院,20,1.4,1.1,3.55
福建电力职业技术学院,20,3.2,0.3,3.95
厦门海洋职业技术学院,32,0.875,0.0,2.84375
福建卫生职业技术学院,19,0.315789,0.105263,1.526316
泉州华光职业学院,81,1.395062,1.358025,2.567901
福建警官职业学院,51,3.235294,0.0,3.509804
厦门城市职业学院,189,1.444444,3.650794,2.624339
厦门南洋职业学院,89,6.213483,3.202247,7.11236
华东交通大学,1533,10.84801,26.95499,10.874755
井冈山大学,2422,2.305945,7.576796,3.329067
江西中医药大学科技学院,774,0.896641,3.874677,1.527132
江西艺术职业学院,137,5.379562,7.744526,2.284672
江西机电职业技术学院,238,0.609244,2.521008,0.701681
江西先锋软件职业技术学院,31,3.032258,1.741935,4.516129
上饶职业技术学院,66,0.984848,0.606061,1.469697
江西管理职业学院,5,7.8,0.2,3.2
江西水利职业学院,51,0.27451,1.54902,0.647059
南昌影视传播职业学院,1303,0.513431,1.009977,0.513431
安阳师范学院,2964,4.077935,6.07996,2.52834
郑州工业应用技术学院,515,3.234951,9.427184,5.279612
郑州升达经贸管理学院,805,4.088199,13.325466,5.901863
平顶山工业职业技术学院,122,5.131148,2.081967,1.114754
焦作师范高等专科学校,134,9.052239,7.440299,1.41791
信阳职业技术学院,260,3.25,6.930769,3.580769
河南工业贸易职业学院,140,1.471429,4.207143,1.464286
郑州理工职业学院,93,1.430108,2.129032,1.645161
郑州商贸旅游职业学院,18,0.0,0.0,0.0
平顶山文化艺术职业学院,2,0.0,0.0,0.0
中国地质大学武汉,36,0.333333,2.194444,1.555556
华中农业大学,1365,12.603663,18.303297,14.213919
中南财经政法大学,1320,35.237879,56.565909,22.691667
湖北医药学院,636,4.794025,8.781447,3.468553
武昌首义学院,625,2.5296,4.4224,5.1216
武汉工贸职业学院,6,0.0,0.0,0.0
武汉工程职业技术学院,74,0.932432,2.027027,2.121622
武汉警官职业学院,136,1.139706,2.022059,1.992647
武汉民政职业学院,42,0.142857,1.809524,1.238095
湖北体育职业学院,14,0.285714,0.428571,0.357143
湖南农业大学,1205,14.385892,22.111203,9.897095
南华大学,1137,7.4635,24.431838,8.442392
中南林业科技大学涉外学院,161,2.068323,9.254658,3.565217
长沙民政职业技术学院,254,4.472441,16.874016,10.153543
湖南交通职业技术学院,1440,0.278472,1.383333,0.547917
常德职业技术学院,99,0.555556,2.818182,0.818182
益阳职业技术学院,89,0.494382,0.561798,1.359551
湖南安全技术职业学院,103,5.796117,1.019417,2.776699
长沙卫生职业学院,83,1.638554,3.518072,1.590361
暨南大学,1927,13.708874,25.918007,11.087182
广州中医药大学,565,19.893805,33.557522,9.497345
岭南师范学院,1090,6.088073,9.384404,5.015596
广东财经大学,755,8.524503,14.516556,14.54702
五邑大学,1037,5.968177,4.698168,2.024108
华南理工大学广州学院,187,2.68984,5.256684,3.524064
华南农业大学珠江学院,109,0.633028,2.40367,4.12844
北京理工大学珠海学院,193,2.466321,8.829016,4.393782
广东第二师范学院,484,2.832645,3.894628,1.429752
私立华联学院,104,1.865385,2.740385,1.394231
广东科学技术职业学院,105,5.885714,4.647619,4.066667
广东职业技术学院,136,0.911765,2.617647,1.911765
罗定职业技术学院,128,0.375,2.1875,0.914063
汕头职业技术学院,103,2.514563,10.834951,2.145631
广东亚视演艺职业学院,168,1.214286,2.0,2.958333
江门职业技术学院,81,1.098765,2.493827,3.234568
广州南洋理工职业学院,222,0.328829,1.599099,0.711712
广东理工职业学院,65,0.0,0.0,0.0
广西生态工程职业技术学院,39,0.205128,2.230769,0.974359
桂林山水职业学院,59,0.694915,0.220339,1.949153
广西工程职业学院,43,1.790698,2.023256,2.976744
广西培贤国际职业学院,44,0.295455,1.659091,0.545455
海南职业技术学院,231,0.965368,2.060606,1.251082
琼台师范高等专科学校,111,1.369369,3.306306,1.918919
重庆交通大学,582,44.778351,73.049828,21.88488
四川外国语大学,1131,45.635721,79.929266,51.624226
重庆工程学院,338,3.502959,14.156805,2.600592
重庆工业职业技术学院,375,10.512,11.866667,21.594667
重庆城市职业学院,92,0.673913,0.956522,0.478261
重庆能源职业学院,95,4.8,15.863158,8.652632
重庆艺术工程职业学院,56,0.821429,1.482143,1.035714
四川大学,3678,42.252039,63.305873,25.874388
乐山师范学院,1102,2.68784,5.219601,2.215971
四川警察学院,659,8.335357,16.846737,10.078907
四川工业科技学院,239,1.493724,4.857741,4.569038
西南科技大学城市学院,163,1.251534,4.97546,2.435583
四川水利职业技术学院,268,0.824627,3.63806,1.742537
达州职业技术学院,245,0.726531,5.379592,3.212245
雅安职业技术学院,210,1.471429,4.3,1.871429
四川中医药高等专科学校,191,1.335079,4.350785,1.450262
四川幼儿师范高等专科学校,172,8.395349,5.94186,7.662791
巴中职业技术学院,119,1.109244,6.016807,3.109244
四川护理职业学院,64,0.84375,6.265625,2.515625
贵州师范大学,1864,4.892167,11.891094,3.561695
贵州商学院,258,2.728682,12.643411,8.813953
贵州师范学院,500,4.864,11.176,4.646
黔东南民族职业技术学院,63,0.0,0.0,0.0
铜仁职业技术学院,119,1.109244,3.537815,1.865546
贵阳职业技术学院,51,3.333333,13.784314,9.843137
黔南民族幼儿师范高等专科学校,13,0.923077,0.923077,0.692308
贵州农业职业学院,8,0.375,3.75,1.125
云南民族大学,63,0.603175,3.063492,2.0
文山学院,455,0.435165,1.485714,0.687912
云南师范大学文理学院,681,3.690162,9.381791,3.437592
昆明艺术职业学院,108,3.018519,15.064815,6.805556
丽江师范高等专科学校,132,3.69697,4.113636,1.939394
云南现代职业技术学院,12,0.166667,0.25,0.0
云南财经职业学院,16,0.25,1.4375,0.6875
西藏职业技术学院,91,0.791209,1.417582,0.824176
西安工业大学,754,11.603448,79.619363,27.316976
延安大学,514,3.891051,6.151751,4.59144
西安美术学院,621,4.235105,15.89211,5.10789
西安外事学院,618,3.469256,7.763754,4.202265
西安工业大学北方信息工程学院,150,2.206667,5.806667,4.78
陕西工业职业技术学院,205,1.82439,3.760976,1.931707
西安城市建设职业学院,588,0.137755,3.511905,0.493197
商洛职业技术学院,191,4.303665,9.874346,5.460733
陕西艺术职业学院,135,1.859259,0.444444,0.918519
新疆师范大学,804,4.621891,8.041045,2.728856
新疆医科大学厚博学院,85,0.764706,0.717647,1.623529
新疆维吾尔医学专科学校,35,1.057143,0.657143,0.457143
新疆能源职业技术学院,34,0.0,0.0,0.0
新疆天山职业技术学院,79,2.886076,0.443038,1.101266
北京理工大学,1114,19.594255,34.030521,11.572711
北京工商大学,27,10.925926,32.037037,9.888889
北京印刷学院,10,8.1,5.1,4.1
北京电子科技学院,26,1.038462,0.730769,1.769231
首都医科大学,19,8.263158,3.842105,2.315789
北京外国语大学,19,20.421053,9.368421,7.052632
北京物资学院,169,1.319527,4.899408,3.485207
国际关系学院,19,43.684211,98.263158,101.368421
中央美术学院,5,36.0,15.4,6.2
华北电力大学,27,33.962963,19.814815,8.333333
北京联合大学,14,4.285714,2.0,1.428571
首都师范大学科德学院,9,18.777778,27.111111,15.555556
北京第二外国语学院中瑞酒店管理学院,15,1.133333,0.066667,1.8
北京政法职业学院,46,0.978261,3.347826,0.76087
北京汇佳职业学院,27,1.074074,0.296296,0.444444
北京培黎职业学院,12,0.25,0.916667,0.583333
北京卫生职业学院,41,1.414634,0.02439,1.829268
中国民航大学,16,1.625,0.0,2.875
天津师范大学,14,6.357143,0.0,6.214286
天津音乐学院,11,2.363636,0.0,2.272727
南开大学滨海学院,13,0.538462,0.0,3.307692
天津中德职业技术学院,124,2.596774,4.048387,2.056452
天津现代职业技术学院,10,5.0,5.4,2.8
天津艺术职业学院,104,3.375,7.596154,3.961538
天津铁道职业技术学院,12,1.333333,1.083333,0.916667
天津海运职业学院,38,0.736842,0.684211,1.052632
河北工业大学,35,9.542857,0.114286,7.171429
河北医科大学,16,3.0625,0.0625,1.5625
保定学院,11,1.181818,0.181818,0.272727
邯郸学院,962,23.044699,29.5,11.251559
华北科技学院,26,1.307692,1.730769,1.846154
北华航天工业学院,14,2.142857,2.285714,1.571429
河北工程技术学院,11,1.545455,1.636364,4.090909
渤海理工职业学院,49,0.816327,1.693878,1.918367
太原理工大学,16,8.5,0.375,2.25
山西师范大学,29,18.310345,0.62069,5.517241
长治学院,19,0.263158,0.105263,0.789474
山西财贸职业技术学院,75,1.2,2.853333,3.106667
运城幼儿师范高等专科学校,21,0.333333,1.380952,0.666667
运城职业技术学院,2,0.5,0.0,1.5
内蒙古大学,6,0.0,0.0,1.833333
河套学院,30,0.0,0.0,0.0
沈阳理工大学,444,5.725225,27.477477,11.0
辽宁工程技术大学,15,3.2,3.933333,2.6
大连工业大学,30,11.1,5.7,6.666667
大连医科大学,17,6.823529,7.235294,7.470588
辽宁师范大学,26,4.653846,2.038462,3.653846
东北财经大学,29,34.758621,7.551724,14.758621
大连大学,835,8.28982,11.62515,7.857485
大连理工大学城市学院,58,4.344828,1.362069,2.672414
大连科技学院,30,0.533333,0.566667,2.566667
辽宁理工学院,1,0.0,1.0,0.0
辽宁中医药大学杏林学院,5,1.4,0.0,0.2
辽宁传媒学院,339,1.651917,9.548673,3.589971
铁岭师范高等专科学校,63,0.142857,0.285714,0.444444
抚顺职业技术学院,14,0.071429,0.0,1.428571
辽宁省交通高等专科学校,25,0.56,0.0,3.08
辽宁职业学院,21,0.190476,0.047619,0.571429
辽宁医药职业学院,182,0.346154,5.620879,0.494505
辽宁水利职业学院,73,1.794521,3.164384,1.506849
辽宁特殊教育师范高等专科学校,11,1.727273,0.545455,1.090909
长春理工大学,23,9.956522,0.478261,4.521739
长春工业大学,19,5.315789,0.315789,2.894737
东北师范大学,15,9.333333,0.266667,6.466667
吉林财经大学,16,6.5,0.375,3.9375
长春工程学院,367,3.828338,21.073569,5.495913
长春科技学院,10,0.3,3.4,1.3
长春医学高等专科学校,121,0.0,0.0,0.0
吉林工业职业技术学院,11,0.0,0.0,0.0
长春信息技术职业学院,28,0.0,0.0,0.0
哈尔滨工业大学,8,0.0,0.0,0.0
东北石油大学,16,0.0,0.0,0.0
哈尔滨医科大学,685,78.924088,259.077372,77.172263
哈尔滨师范大学,15,82.533333,67.266667,34.333333
哈尔滨学院,16,0.0625,0.8125,0.5
哈尔滨商业大学,15,15.666667,7.0,5.8
哈尔滨金融学院,10,0.2,1.9,0.4
黑龙江工业学院,12,0.75,0.583333,0.166667
齐齐哈尔工程学院,132,0.916667,1.909091,1.287879
哈尔滨石油学院,6,0.5,2.333333,0.666667
哈尔滨剑桥学院,11,0.727273,2.545455,1.818182
哈尔滨广厦学院,56,5.5,4.053571,4.589286
齐齐哈尔高等师范专科学校,28,0.5,0.035714,1.392857
黑龙江商业职业学院,33,1.030303,0.30303,2.030303
黑龙江交通职业技术学院,115,0.591304,1.13913,1.069565
齐齐哈尔理工职业学院,7,1.285714,0.285714,0.428571
同济大学,3195,27.628482,45.751487,21.408451
上海海事大学,13,6.384615,2.846154,2.461538
上海应用技术学院,21,47.904762,28.857143,18.380952
上海海洋大学,25,20.68,5.04,6.28
上海外国语大学,1087,20.975161,25.629255,15.652254
上海工程技术大学,23,3.26087,3.565217,2.695652
上海杉达学院,17,9.647059,4.411765,8.647059
上海商学院,41,5.512195,2.634146,2.195122
上海师范大学天华学院,40,4.025,1.7,2.125
上海旅游高等专科学校,25,1.44,0.56,1.88
上海行健职业学院,25,0.36,0.16,1.72
上海交通职业技术学院,28,0.321429,0.0,0.678571
上海立达职业技术学院,82,1.707317,1.426829,0.804878
上海邦德职业技术学院,19,0.105263,0.052632,0.473684
上海工会管理职业学院,11,0.181818,0.0,0.818182
南京大学,9,1.666667,0.0,2.111111
江苏科技大学,12,0.166667,0.0,0.583333
河海大学,19,0.421053,0.0,1.842105
南通大学,295,8.722034,7.091525,10.928814
镇江市高等专科学校,75,0.866667,0.906667,1.08
硅湖职业技术学院,1,1.0,0.0,27.0
扬州环境资源职业技术学院,1,0.0,0.0,0.0
苏州工业职业技术学院,5,0.2,0.0,3.2
南京交通职业技术学院,1,0.0,0.0,0.0
江苏财经职业技术学院,120,1.233333,2.775,1.916667
昆山登云科技职业学院,31,4.870968,0.225806,2.806452
江苏城市职业学院,8,0.625,0.0,1.375
南京机电职业技术学院,12,3.25,0.0,1.166667
苏州高博软件技术职业学院,9,0.222222,0.111111,0.666667
徐州幼儿师范高等专科学校,102,1.54902,2.568627,1.147059
江苏商贸职业学院,4,0.25,1.0,0.75
南通师范高等专科学校,1,6.0,0.0,3.0
江苏城乡建设职业学院,60,2.066667,3.65,3.0
杭州电子科技大学,18,23.777778,3.166667,10.5
浙江工业大学,17,8.411765,0.529412,4.529412
浙江理工大学,16,37.9375,2.0,25.1875
浙江海洋学院,19,3.315789,0.263158,2.684211
浙江农林大学,17,15.294118,0.058824,6.352941
浙江中医药大学,475,4.338947,7.711579,6.28
杭州师范大学,2,6.5,12.0,66.0
绍兴文理学院,31,4.580645,3.419355,3.064516
温州大学,13,8.615385,3.230769,3.769231
浙江工商大学,18,15.055556,15.722222,17.5
公安海警学院,12,6.416667,6.666667,4.416667
宁波工程学院,29,8.034483,3.37931,5.310345
浙江警察学院,265,3.369811,10.271698,4.660377
浙江树人学院,42,0.309524,0.214286,1.071429
浙江大学城市学院,15,0.066667,0.0,1.4
浙江工业大学之江学院,14,0.928571,0.0,0.428571
杭州电子科技大学信息工程学院,1,0.0,0.0,1.0
浙江同济科技职业学院,95,1.021053,1.821053,1.926316
浙江建设职业技术学院,15,0.333333,0.133333,0.4
浙江工业职业技术学院,29,0.931034,0.206897,2.793103
浙江东方职业技术学院,18,1.222222,0.0,3.0
浙江邮电职业技术学院,22,0.045455,0.0,1.954545
浙江汽车职业技术学院,30,0.3,0.0,1.1
浙江特殊教育职业学院,5,0.8,0.0,1.2
安徽农业大学,476,3.560924,8.922269,6.407563
三明职业技术学院,434,0.824885,2.182028,0.781106
漳州理工职业学院,59,0.491525,2.254237,0.288136
南昌大学,4407,11.586567,17.091219,10.539369
南昌大学科学技术学院,1202,0.391015,1.356905,0.440932
九江职业大学,27,0.0,0.0,0.0
宜春幼儿师范高等专科学校,47,0.553191,2.531915,3.234043
中国海洋大学,1042,28.006718,20.431862,23.479846
中国石油大学胜利学院,130,0.953846,11.607692,1.284615
山东建筑大学,1077,16.405757,23.275766,14.710306
山东中医药大学,552,3.556159,6.90942,2.751812
曲阜师范大学,1326,5.124434,13.886124,5.231523
齐鲁医药学院,184,0.38587,2.130435,1.157609
潍坊学院,1095,1.533333,6.868493,3.824658
山东现代学院,150,1.32,2.7,2.833333
青岛工学院,456,1.675439,2.517544,1.885965
山东商业职业技术学院,772,2.931347,3.213731,2.61399
烟台职业学院,127,1.165354,4.748031,3.834646
山东力明科技职业学院,44,1.818182,3.477273,6.5
东营科技职业学院,48,2.583333,2.541667,2.666667
山东经贸职业学院,289,2.429066,2.581315,0.622837
山东凯文科技职业学院,89,4.685393,8.011236,5.853933
淄博师范高等专科学校,60,1.416667,2.55,2.016667
泰山职业技术学院,109,2.100917,6.844037,2.458716
菏泽家政职业学院,69,1.086957,5.449275,2.971014
青岛远洋船员职业学院,139,1.158273,0.920863,1.007194
潍坊护理职业学院,83,1.325301,4.783133,1.975904
威海海洋职业学院,45,1.666667,1.0,0.644444
河南科技大学,2537,11.307844,37.417028,13.923138
河南师范大学,2628,42.366438,65.26484,24.578387
铁道警察学院,380,4.434211,10.289474,3.810526
河南科技学院新科学院,75,0.76,1.706667,2.066667
漯河职业技术学院,170,1.682353,1.911765,1.941176
河南工业和信息化职业学院,32,0.4375,0.84375,0.6875
鹤壁职业技术学院,175,0.851429,3.514286,1.497143
永城职业学院,22,0.272727,0.772727,0.5
河南林业职业学院,96,3.208333,2.791667,3.96875
许昌陶瓷职业学院,14,0.5,0.357143,0.357143
信阳涉外职业技术学院,69,1.0,1.072464,0.869565
武汉大学,5649,44.815189,155.274031,46.021066
江汉大学,788,3.27665,5.497462,2.899746
湖北大学知行学院,429,32.083916,58.319347,45.762238
湖北医药学院药护学院,377,2.013263,4.710875,1.64191
湖北第二师范学院,1121,0.991079,4.414808,1.210526
湖北职业技术学院,85,1.552941,3.270588,1.458824
湖北交通职业技术学院,70,0.8,3.771429,1.9
武汉信息传播职业技术学院,50,0.64,1.78,1.3
黄冈科技职业学院,120,1.0,0.733333,1.25
湖南师范大学,1381,12.239681,53.973208,8.071687
湖南工程学院,398,13.861809,34.896985,22.288945
南华大学船山学院,105,1.466667,2.457143,1.685714
湖南应用技术学院,165,0.660606,2.418182,1.29697
永州职业技术学院,139,2.71223,7.956835,5.798561
湖南外贸职业学院,198,4.782828,9.121212,11.853535
张家界航空工业职业技术学院,50,0.34,1.5,0.68
长沙南方职业学院,71,3.676056,20.577465,16.070423
湖南财经工业职业技术学院,1328,1.037651,1.199548,2.055723
河池学院,386,1.279793,7.064767,2.963731
梧州学院,290,1.213793,3.57931,2.5
贺州学院,395,0.562025,3.888608,2.711392
广西师范学院师园学院,469,1.754797,5.358209,4.275053
柳州职业技术学院,35,1.428571,2.914286,0.857143
广西建设职业技术学院,204,2.240196,7.730392,2.382353
百色职业学院,104,1.432692,2.653846,2.701923
琼州学院,424,5.813679,7.436321,4.273585
海南软件职业技术学院,88,0.625,2.25,0.75
重庆大学,3310,21.226888,46.969486,17.817221
重庆警察学院,79,7.316456,13.708861,5.78481
重庆电力高等专科学校,73,1.136986,2.027397,1.342466
重庆传媒职业学院,69,0.275362,2.202899,0.666667
重庆青年职业技术学院,72,0.652778,1.986111,0.819444
重庆旅游职业学院,2437,0.194912,0.695527,0.292162
四川农业大学,2336,21.04238,45.745291,30.285531
西南民族大学,1373,10.469046,35.668609,10.351056
成都信息工程大学银杏酒店管理学院,79,1.721519,14.911392,3.721519
四川大学锦城学院,916,19.591703,65.062227,28.664847
民办四川天一学院,41,1.585366,1.121951,0.853659
四川机电职业技术学院,80,0.5875,2.1625,1.4
四川托普信息技术职业学院,130,0.892308,4.469231,3.030769
四川商务职业学院,147,1.482993,4.795918,4.918367
四川科技职业学院,338,2.12426,6.150888,2.467456
川北幼儿师范高等专科学校,126,3.666667,11.539683,2.944444
四川电子机械职业技术学院,171,1.005848,2.321637,0.923977
遵义医学院,555,3.455856,9.108108,3.841441
安顺学院,326,1.168712,3.736196,1.417178
贵阳中医学院时珍学院,27,21.481481,3.740741,4.037037
贵州医科大学神奇民族医药学院,24,0.541667,3.5,1.875
贵州建设职业技术学院,23,1.956522,11.347826,3.26087
昆明医科大学,718,12.733983,19.183844,10.547354
曲靖师范学院,461,4.26898,2.511931,1.160521
云南财经大学,289,2.321799,11.366782,2.892734
楚雄师范学院,82,0.670732,2.97561,1.256098
云南大学滇池学院,254,5.15748,10.188976,4.877953
滇西科技师范学院,58,0.862069,5.37931,3.241379
云南司法警官职业学院,248,8.467742,16.693548,21.495968
云南林业职业技术学院,124,1.677419,1.225806,0.887097
德宏师范高等专科学校,94,0.521277,1.095745,0.234043
云南外事外语职业学院,60,4.083333,8.366667,13.0
西北工业大学,1149,22.655352,26.302002,14.273281
西安工程大学,567,4.647266,9.957672,5.606702
西安外国语大学,457,5.916849,13.131291,8.308534
西安文理学院,90,0.377778,0.266667,0.177778
新疆农业大学,508,7.352362,29.061024,6.787402
新疆工程学院,212,0.080189,0.004717,0.070755
新疆兵团警官高等专科学校,35,0.114286,0.228571,1.371429
新疆应用职业技术学院,174,0.643678,1.247126,0.758621
清华大学,8814,99.490697,127.176764,46.861924
北京电影学院,2868,63.27371,762.014993,83.619944
北京信息职业技术学院,47,1.531915,2.765957,2.510638
北京北大方正软件职业技术学院,3,0.0,0.0,0.0
北京经贸职业学院,3,0.0,0.0,5.666667
北京劳动保障职业学院,2,0.0,0.0,0.5
天津工业大学,1054,13.010436,27.462049,10.201139
天津商业大学,19,5.421053,4.526316,6.263158
天津城建大学,18,42.222222,14.833333,28.555556
天津医科大学临床医学院,10,2.0,1.9,1.8
天津财经大学珠江学院,22,0.272727,1.0,1.772727
天津青年职业学院,19,2.052632,0.052632,0.947368
天津公安警官职业学院,26,0.269231,0.0,2.307692
天津国土资源和房屋职业学院,178,0.882022,3.146067,2.089888
天津石油职业技术学院,68,0.235294,0.411765,0.235294
河北工程大学,18,3.611111,0.0,3.944444
河北建筑工程学院,13,0.076923,0.0,2.076923
河北北方学院,22,0.0,0.0,2.136364
河北民族师范学院,12,1.916667,0.083333,4.916667
沧州师范学院,300,1.106667,3.803333,1.946667
河北科技师范学院,20,0.75,3.15,2.85
河北金融学院,12,0.583333,3.0,1.25
河北传媒学院,14,3.428571,3.5,4.214286
河北科技大学理工学院,30,0.433333,0.533333,0.2
华北电力大学科技学院,21,2.047619,0.52381,2.333333
石家庄铁道大学四方学院,15,0.266667,2.4,2.733333
北京中医药大学东方学院,229,0.768559,4.087336,2.9869
邯郸职业技术学院,20,2.85,1.45,1.4
邢台职业技术学院,5,0.8,0.2,8.0
沧州职业技术学院,12,0.0,0.166667,0.0
唐山工业职业技术学院,149,2.765101,7.154362,3.959732
石家庄财经职业学院,11,0.0,0.909091,0.272727
河北化工医药职业技术学院,18,0.055556,0.055556,0.111111
保定电力职业技术学院,15,0.533333,0.066667,1.333333
渤海石油职业学院,63,0.873016,0.063492,1.111111
廊坊燕京职业技术学院,49,0.204082,0.755102,1.346939
运城学院,1363,3.2135,9.404989,3.212766
山西医科大学晋祠学院,50,0.38,0.3,0.84
山西工程技术学院,3,0.0,0.0,0.333333
山西国际商务职业学院,7,0.428571,0.857143,0.285714
山西同文职业技术学院,44,1.113636,0.954545,3.568182
山西老区职业技术学院,7,0.0,0.142857,0.285714
内蒙古农业大学,870,4.793103,9.795402,5.209195
内蒙古师范大学,25,3.64,3.16,4.64
集宁师范学院,124,0.629032,4.395161,1.58871
内蒙古师范大学鸿德学院,17,0.294118,0.0,0.470588
内蒙古建筑职业技术学院,35,0.428571,0.028571,0.828571
呼和浩特职业学院,10,0.7,0.0,0.5
内蒙古电子信息职业技术学院,16,0.0625,0.0625,0.1875
内蒙古商贸职业学院,13,0.461538,0.0,0.461538
内蒙古体育职业学院,60,0.883333,0.6,0.5
沈阳航空航天大学,535,7.994393,16.517757,12.893458
东北大学,15,15.733333,21.266667,18.4
大连交通大学,16,10.3125,4.5625,13.125
沈阳建筑大学,38,6.5,3.894737,6.394737
