university,51_2,51_6,50_1,50_5,61_1,61_5,62_1,62_5,63_1,63_5,64_1,64_5,53_1,53_5,52_1,52_5,21_1,21_5,22_1,22_5,23_1,23_5,46_1,46_5,44_1,44_5,45_1,45_5,42_1,42_5,43_1,43_5,41_1,41_5,11_11,11_15,13_1,13_5,12_1,12_5,15_1,15_5,14_1,14_5,33_1,33_5,32_1,32_5,31_1,31_5,37_1,37_5,36_1,36_5,35_1,35_5,34_11,34_15,54_1,54_5,65_11,65_15
青岛农业大学,43.6666666667,45.3333333333,23.6666666667,22.6666666667,37.0,32.6666666667,27.3333333333,23.0,-1,-1,21.6666666667,15.6666666667,32.6666666667,35.3333333333,42.0,39.6666666667,38.0,48.6666666667,66.6666666667,65.3333333333,76.0,99.0,27.3333333333,12.6666666667,19.3333333333,12.6666666667,68.3333333333,75.3333333333,37.3333333333,34.6666666667,46.6666666667,50.3333333333,43.3333333333,50.6666666667,-1.33333333333,2.33333333333,45.0,61.6666666667,23.6666666667,27.0,64.6666666667,83.6666666667,41.6666666667,49.3333333333,156.333333333,165.333333333,13.0,13.3333333333,4.33333333333,8.33333333333,43.0,50.3333333333,35.6666666667,35.6666666667,65.3333333333,73.6666666667,35.3333333333,35.3333333333,-1,-1,51.6666666667,54.3333333333
辽宁警察学院,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45.5,51.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
湖南女子学院,-1,-1,-1,-1,18.0,10.5,8.66666666667,26.5,-1,-1,-1,-1,26.0,29.0,11.3333333333,41.5,-1,-1,23.0,23.0,-1,-1,-1,-1,2.0,-1,43.6666666667,-1,20.5,8.0,9.66666666667,14.0,14.6666666667,27.3333333333,-1,-1,22.6666666667,23.0,-1,-1,29.0,52.6666666667,8.5,4.0,143.0,135.0,3.0,5.0,-1,-1,25.5,10.0,6.33333333333,-1,43.0,-1,10.3333333333,-1,-1,-1,26.0,-1
郑州航空工业管理学院,30.3333333333,41.6666666667,10.0,23.0,25.6666666667,33.6666666667,16.6666666667,24.6666666667,-1,-1,1.5,18.5,26.3333333333,39.6666666667,29.0,47.0,17.6666666667,35.3333333333,48.3333333333,64.0,44.3333333333,75.0,11.0,24.0,8.0,20.3333333333,58.0,66.0,22.6666666667,35.0,26.6666666667,48.3333333333,40.3333333333,49.3333333333,-13.0,-3.33333333333,37.3333333333,59.6666666667,8.33333333333,17.0,34.6666666667,62.3333333333,31.6666666667,48.3333333333,146.0,154.666666667,4.66666666667,9.33333333333,-4.0,8.33333333333,27.0,51.6666666667,21.6666666667,36.3333333333,50.0,71.6666666667,28.0,39.3333333333,-1,-1,52.0,30.5
温州医科大学,-1,81.6666666667,-1,104.0,-1,97.3333333333,-1,101.333333333,-1,-1,-1,-1,-1,139.333333333,-1,163.0,-1,90.3333333333,-1,113.0,-1,135.333333333,-1,-1,-1,75.0,-1,-1,-1,119.0,-1,95.6666666667,-1,110.333333333,-1,72.6666666667,-1,-1,-1,118.0,-1,174.666666667,-1,-1,207.333333333,262.333333333,-1,32.0,-1,79.0,-1,139.333333333,-1,106.0,-1,190.666666667,-1,77.0,-1,-1,-1,-1
湖南文理学院,31.0,26.3333333333,14.6666666667,16.6666666667,19.6666666667,21.0,8.66666666667,18.3333333333,23.0,8.0,13.6666666667,8.66666666667,31.3333333333,15.0,31.6666666667,31.6666666667,10.3333333333,10.3333333333,31.3333333333,17.6666666667,23.3333333333,27.6666666667,17.3333333333,8.66666666667,10.0,7.33333333333,63.6666666667,66.3333333333,15.6666666667,19.0,24.6666666667,30.0,24.6666666667,28.0,-10.6666666667,-11.5,26.0,29.0,-3.0,-5.33333333333,37.6666666667,34.3333333333,24.0,29.6666666667,158.666666667,158.333333333,3.66666666667,3.0,-4.66666666667,18.0,18.0,29.0,15.0,4.66666666667,52.0,62.0,14.6666666667,22.0,59.3333333333,-1,34.3333333333,19.0
河北大学,56.0,60.6666666667,37.0,43.3333333333,45.6666666667,44.0,-1,-1,68.3333333333,71.3333333333,-1,-1,80.6666666667,97.6666666667,97.6666666667,119.333333333,79.3333333333,107.333333333,119.333333333,131.0,117.0,145.0,81.3333333333,82.6666666667,-1,-1,92.0,106.0,42.3333333333,53.0,54.0,75.3333333333,64.6666666667,92.3333333333,29.3333333333,43.0,69.0,86.6666666667,46.6666666667,71.6666666667,108.333333333,159.333333333,52.6666666667,78.6666666667,147.666666667,173.333333333,24.3333333333,20.3333333333,-1,-1,64.3333333333,96.6666666667,49.0,64.3333333333,101.333333333,132.666666667,54.3333333333,76.3333333333,-1,-1,86.0,77.6666666667
吉林财经大学,60.0,72.6666666667,44.3333333333,47.0,50.0,46.6666666667,53.0,63.3333333333,48.6666666667,59.0,30.3333333333,38.6666666667,64.3333333333,80.3333333333,71.6666666667,100.0,87.6666666667,126.333333333,91.3333333333,101.666666667,98.6666666667,125.333333333,82.0,99.3333333333,31.3333333333,39.0,92.6666666667,110.333333333,44.0,47.6666666667,52.6666666667,63.3333333333,56.6666666667,73.0,21.3333333333,26.0,57.6666666667,80.0,41.3333333333,64.3333333333,96.3333333333,136.666666667,62.0,84.6666666667,173.666666667,199.0,20.0,23.3333333333,18.0,30.3333333333,65.3333333333,93.6666666667,43.0,52.6666666667,77.6666666667,101.0,45.6666666667,57.6666666667,107.0,-1,68.6666666667,89.3333333333
西安理工大学,-1,95.3333333333,-1,76.6666666667,60.3333333333,112.666666667,56.0,104.0,-1,92.6666666667,-1,80.6666666667,-1,102.333333333,62.0,130.666666667,-1,110.0,-1,127.0,-1,149.0,39.0,84.3333333333,-1,63.0,-1,143.333333333,-1,91.3333333333,29.0,99.3333333333,62.6666666667,108.666666667,-0.999,23.0,-1,101.0,-1,92.3333333333,-1,159.666666667,52.6666666667,93.3333333333,-1,206.666666667,-1,51.0,-1,18.3333333333,68.5,120.666666667,-1,77.0,-1,150.666666667,46.3333333333,91.3333333333,-1,-1,-1,121.0
临沂大学,31.3333333333,28.3333333333,15.0,18.0,32.3333333333,31.3333333333,25.3333333333,21.3333333333,-1,-1,-1,-1,26.6666666667,18.3333333333,40.3333333333,40.0,24.0,20.6666666667,45.6666666667,37.0,54.0,55.0,-1,-1,20.3333333333,10.0,61.3333333333,58.3333333333,26.0,31.6666666667,38.0,46.0,39.3333333333,48.3333333333,-1,-1,42.3333333333,53.6666666667,10.0,10.3333333333,60.6666666667,72.3333333333,34.3333333333,42.0,164.333333333,173.666666667,12.0,15.3333333333,-1,-1,34.3333333333,36.0,27.6666666667,29.6666666667,55.3333333333,59.3333333333,35.0,40.3333333333,-1,-1,37.6666666667,28.0
上海金融学院,91.6666666667,117.666666667,55.6666666667,62.3333333333,85.0,98.0,57.6666666667,66.3333333333,-1,-1,79.3333333333,97.3333333333,122.333333333,154.333333333,113.333333333,165.0,70.6666666667,101.666666667,139.333333333,154.333333333,144.333333333,181.0,111.666666667,119.666666667,42.0,47.6666666667,112.666666667,127.0,51.0,75.3333333333,68.3333333333,98.6666666667,90.3333333333,110.333333333,-1,-1,93.6666666667,115.0,-1,-1,133.333333333,185.0,73.3333333333,99.0,180.0,215.666666667,49.6666666667,51.3333333333,48.6666666667,74.6666666667,75.0,113.333333333,52.6666666667,68.0,97.3333333333,123.333333333,81.0,111.333333333,216.0,197.0,145.666666667,164.0
暨南大学,100.0,123.666666667,107.333333333,117.666666667,118.333333333,141.0,104.0,124.666666667,121.0,157.0,97.6666666667,109.333333333,136.666666667,168.0,143.0,196.0,120.666666667,158.666666667,160.333333333,171.666666667,167.0,201.666666667,158.333333333,162.666666667,84.0,106.666666667,159.333333333,209.666666667,93.3333333333,127.666666667,115.333333333,155.666666667,102.0,132.333333333,99.0,103.0,98.0,128.0,115.666666667,150.0,154.0,204.0,89.6666666667,126.0,220.0,269.333333333,47.0,49.0,71.0,95.6666666667,109.666666667,153.0,95.0,124.666666667,147.0,205.0,89.6666666667,126.666666667,-1,160.0,157.666666667,176.333333333
湖北民族学院,20.3333333333,34.6666666667,12.3333333333,32.3333333333,-1,-1,-4.33333333333,6.33333333333,-1,-1,-1,-1,13.3333333333,32.0,11.0,15.6666666667,15.6666666667,32.6666666667,40.3333333333,36.3333333333,18.0,40.3333333333,-2.0,1.66666666667,-1,-1,63.0,63.6666666667,11.6666666667,11.6666666667,18.3333333333,33.3333333333,15.0,35.6666666667,-1,-1,15.6666666667,23.0,-9.66666666667,-7.0,30.0,50.0,18.3333333333,21.3333333333,130.666666667,164.666666667,-1,-1,-1,-1,19.6666666667,17.3333333333,9.33333333333,7.33333333333,43.3333333333,72.3333333333,8.0,10.6666666667,-1,-1,-1,22.0
沈阳农业大学,-1,78.3333333333,-1,56.3333333333,-1,54.3333333333,-1,65.3333333333,-1,77.6666666667,-1,25.0,-1,66.3333333333,-1,88.3333333333,73.6666666667,79.6666666667,114.0,113.666666667,96.0,124.333333333,-1,47.6666666667,-1,-1,-1,97.6666666667,-1,65.6666666667,-1,82.3333333333,58.6666666667,67.6666666667,-1,60.3333333333,59.6666666667,73.0,63.3333333333,85.0,96.3333333333,125.333333333,61.6666666667,72.3333333333,-1,218.666666667,-1,25.0,-1,36.0,-1,90.0,-1,58.0,-1,115.0,-1,55.0,-1,-1,-1,81.0
华东师范大学,108.333333333,140.0,113.333333333,135.666666667,125.0,171.0,109.0,142.0,-1,190.0,99.0,132.5,143.333333333,193.666666667,145.0,208.333333333,131.333333333,189.333333333,172.333333333,204.666666667,168.5,215.5,183.0,164.666666667,90.3333333333,112.333333333,158.0,205.666666667,81.0,133.666666667,113.0,159.0,113.333333333,147.333333333,112.666666667,138.666666667,127.0,146.0,128.0,170.0,168.5,233.5,98.5,136.0,230.333333333,285.333333333,67.0,68.0,95.3333333333,131.333333333,122.0,170.0,96.0,131.0,154.0,226.0,102.666666667,148.666666667,-1,195.333333333,140.0,151.333333333
华中科技大学,99.3333333333,151.666666667,108.0,143.666666667,122.666666667,187.0,-1,170.333333333,-1,184.666666667,96.3333333333,161.333333333,133.666666667,196.666666667,-1,226.333333333,-1,192.0,-1,215.333333333,-1,225.333333333,189.0,196.333333333,82.6666666667,122.666666667,155.333333333,233.666666667,99.6666666667,160.333333333,112.333333333,178.666666667,109.333333333,167.666666667,105.333333333,143.666666667,105.666666667,166.666666667,-1,174.666666667,-1,238.333333333,-1,155.333333333,223.666666667,285.333333333,60.3333333333,66.3333333333,-1,120.0,113.666666667,178.0,92.3333333333,144.666666667,142.0,223.0,95.3333333333,159.666666667,-1,285.0,143.0,213.0
西藏大学,27.6666666667,35.6666666667,15.0,18.0,20.6666666667,20.6666666667,22.3333333333,20.3333333333,8.0,32.0,-1,-1,-37.3333333333,17.3333333333,26.0,29.0,-1,8.0,-1,-1,-1,-1,-1,-1,2.0,13.0,-1,-1,13.6666666667,24.0,21.3333333333,21.3333333333,21.3333333333,27.3333333333,-1,-1,21.0,25.0,-1,-1,-1,40.0,20.6666666667,20.3333333333,150.333333333,154.0,0.0,1.5,-1,-1,24.0,27.3333333333,-1,-1,-1,-1,-1,29.0,25.3333333333,68.3333333333,-1,-1
郑州轻工业学院,25.6666666667,30.3333333333,6.66666666667,26.3333333333,23.6666666667,30.0,11.0,22.3333333333,18.0,12.0,13.0,7.33333333333,28.0,25.3333333333,18.3333333333,26.0,13.6666666667,17.3333333333,60.3333333333,38.0,34.0,58.0,23.6666666667,10.3333333333,4.33333333333,7.33333333333,58.3333333333,69.3333333333,21.6666666667,27.3333333333,27.0,37.3333333333,29.3333333333,52.0,-11.3333333333,-8.0,37.3333333333,48.0,8.66666666667,12.3333333333,39.0,52.3333333333,32.3333333333,40.6666666667,154.0,160.666666667,9.0,8.33333333333,6.5,1.33333333333,24.6666666667,40.6666666667,20.3333333333,23.6666666667,51.0,65.0,30.6666666667,33.3333333333,-1,-1,41.0,33.6666666667
沈阳化工大学,-1,40.3333333333,-1,25.0,-1,37.0,-1,32.6666666667,-1,16.3333333333,-1,19.6666666667,-1,36.6666666667,-1,40.3333333333,31.3333333333,84.0,54.3333333333,83.6666666667,65.6666666667,97.0,10.0,10.5,-1,10.3333333333,-1,66.0,-1,35.3333333333,-1,49.6666666667,33.0,55.0,-1,11.0,42.6666666667,63.0,-1,26.3333333333,-1,88.6666666667,-1,54.3333333333,-1,165.666666667,-1,8.66666666667,-1,9.33333333333,36.6666666667,68.0,-1,36.3333333333,-1,64.0,22.3333333333,35.0,-1,-1,-3.5,33.6666666667
天津理工大学,-1,61.0,-314.5,42.0,-1,85.6666666667,-1,52.6666666667,-1,33.6666666667,-1,26.0,-1,63.3333333333,-1,118.0,-1,108.666666667,-1,93.0,73.0,101.0,-1,37.6666666667,-1,36.3333333333,-1,105.0,-1,59.3333333333,-1,76.0,49.0,100.0,-1,26.0,50.0,96.0,26.6666666667,94.0,-1,131.0,42.6666666667,61.0,-1,199.333333333,-1,23.0,-1,-1,49.0,126.333333333,-1,57.0,-1,100.666666667,31.6666666667,87.3333333333,-1,56.5,11.0,69.3333333333
福建师范大学,60.6666666667,73.6666666667,62.6666666667,61.0,-1,29.0,47.3333333333,56.0,-1,-1,-1,-1,83.0,80.6666666667,64.6666666667,73.0,52.3333333333,69.3333333333,-1,-1,67.0,68.6666666667,99.6666666667,77.3333333333,35.6666666667,42.3333333333,118.0,131.0,51.0,51.6666666667,58.6666666667,68.0,65.0,82.6666666667,-1,-1,56.0,66.3333333333,50.6666666667,62.6666666667,95.5,99.0,52.3333333333,67.0,174.333333333,178.666666667,-1,-1,-1,5.0,72.0,101.666666667,55.0,59.6666666667,113.0,145.0,42.3333333333,44.0,93.5,50.5,48.6666666667,31.3333333333
西北民族大学,31.0,33.3333333333,6.0,7.66666666667,27.0,29.0,9.66666666667,20.0,-35.3333333333,-3.0,-0.666666666667,-2.33333333333,30.3333333333,26.6666666667,30.3333333333,38.6666666667,18.6666666667,13.0,40.0,29.6666666667,51.3333333333,42.0,4.0,-0.333333333333,5.0,12.3333333333,40.6666666667,42.6666666667,15.6666666667,18.6666666667,22.0,17.6666666667,21.3333333333,33.6666666667,-13.0,-11.0,32.6666666667,37.3333333333,2.33333333333,9.33333333333,-17.6666666667,73.6666666667,23.3333333333,38.3333333333,134.333333333,142.666666667,2.0,5.33333333333,4.0,18.0,30.3333333333,31.6666666667,16.0,10.0,46.0,48.3333333333,10.6666666667,13.6666666667,33.3333333333,24.0,-23.3333333333,-4.66666666667
兰州交通大学,48.6666666667,65.6666666667,28.3333333333,48.6666666667,47.6666666667,60.3333333333,35.6666666667,85.0,-1,50.0,29.6666666667,32.6666666667,-1,69.6666666667,40.0,83.6666666667,42.6666666667,72.6666666667,86.3333333333,93.0,74.6666666667,111.666666667,-1,36.6666666667,20.6666666667,34.0,71.3333333333,113.333333333,40.3333333333,58.3333333333,46.6666666667,72.6666666667,51.0,79.0,45.0,14.0,51.0,79.0,20.0,49.0,61.0,121.0,44.0,69.0,159.333333333,185.0,14.6666666667,21.6666666667,15.0,9.33333333333,51.0,85.0,31.0,51.3333333333,57.3333333333,102.666666667,34.3333333333,55.6666666667,-1,108.333333333,63.6666666667,65.0
北京第二外国语学院,105.333333333,130.0,97.6666666667,103.333333333,121.333333333,141.333333333,88.0,104.0,-1,-1,-1,-1,135.0,152.0,145.0,188.0,127.0,176.333333333,160.0,185.666666667,162.333333333,206.0,148.0,154.333333333,77.0,93.6666666667,151.666666667,188.0,86.0,117.333333333,110.0,136.666666667,96.6666666667,119.333333333,89.6666666667,89.6666666667,104.666666667,133.0,115.666666667,150.333333333,147.666666667,202.333333333,85.0,115.666666667,223.0,268.666666667,50.6666666667,47.6666666667,80.0,103.333333333,111.666666667,150.666666667,84.3333333333,106.333333333,135.666666667,197.666666667,88.6666666667,129.0,-1,-1,160.0,182.333333333
山西大学,71.5,97.5,-1,-1,66.6666666667,77.6666666667,-1,-1,-1,-1,-1,-1,77.3333333333,92.6666666667,-1,-1,65.3333333333,80.3333333333,118.333333333,127.666666667,112.333333333,140.666666667,-1,-1,-1,-1,106.666666667,134.0,50.3333333333,68.6666666667,70.3333333333,98.0,64.3333333333,92.6666666667,22.6666666667,26.3333333333,64.6666666667,90.6666666667,43.3333333333,59.3333333333,99.6666666667,143.666666667,60.3333333333,86.3333333333,184.666666667,222.0,31.3333333333,32.6666666667,-1,-1,72.0,107.0,45.6666666667,55.6666666667,99.3333333333,127.0,51.0,70.5,-1,-1,-1,-1
泰山医学院,-1,-1,-1,-1,23.6666666667,43.0,28.0,39.0,-1,-1,-1,-1,-1,25.0,1.5,28.0,-1,36.0,23.0,47.3333333333,28.0,77.0,-1,-1,-1,-1,-1,71.0,16.3333333333,25.0,-1,53.0,29.0,58.3333333333,-1,21.6666666667,11.6666666667,45.6666666667,0.0,13.6666666667,22.6666666667,83.0,21.5,39.0,-1,202.0,5.33333333333,13.6666666667,-1,-1,20.3333333333,56.3333333333,-1,-1,-1,-1,4.66666666667,28.6666666667,-1,-1,-1,59.0
电子科技大学,82.3333333333,138.333333333,81.3333333333,141.333333333,90.0,157.0,-1,152.666666667,-1,179.666666667,-1,142.0,-1,176.0,-1,196.0,96.6666666667,176.333333333,-1,179.666666667,-1,213.666666667,-1,159.0,-1,101.333333333,-1,206.333333333,73.3333333333,141.666666667,90.6666666667,156.666666667,92.6666666667,151.666666667,-1,121.0,87.0,152.0,-1,147.666666667,-1,220.333333333,75.3333333333,141.0,-1,268.0,-1,56.6666666667,-1,104.333333333,93.0,161.0,72.3333333333,123.0,-1,202.333333333,75.6666666667,144.666666667,-1,251.0,-1,183.666666667
中国海洋大学,90.0,117.666666667,95.0,102.333333333,109.0,138.333333333,97.6666666667,129.333333333,99.3333333333,138.333333333,88.0,99.6666666667,119.666666667,148.333333333,121.0,179.0,110.666666667,152.333333333,149.0,176.333333333,148.333333333,196.0,132.0,131.666666667,70.0,89.3333333333,149.0,185.0,87.0,127.666666667,101.666666667,142.0,100.333333333,134.666666667,90.0,100.0,101.333333333,134.333333333,108.333333333,150.666666667,148.666666667,207.0,91.3333333333,127.333333333,215.666666667,262.666666667,50.0,54.0,61.3333333333,84.6666666667,111.333333333,154.0,83.0,110.666666667,141.666666667,197.0,86.0,128.0,185.333333333,212.666666667,151.666666667,166.0
浙江万里学院,0.333333333333,-4.0,-24.0,-13.0,-48.6666666667,-68.0,-45.6666666667,-66.3333333333,-1,-1,-1,-1,-28.3333333333,-35.6666666667,-34.0,-41.3333333333,-26.6666666667,-28.6666666667,-42.3333333333,-40.3333333333,-15.6666666667,-10.6666666667,-35.6666666667,-42.0,-24.6666666667,-22.0,-1,-1,-41.0,-57.0,10.3333333333,16.6666666667,-30.0,-50.0,-1,-1,-47.3333333333,-83.6666666667,-1,-1,8.66666666667,2.0,-52.6666666667,-83.3333333333,169.666666667,216.666666667,-17.6666666667,-15.0,-1,-1,-1,-1,7.33333333333,7.33333333333,18.0,23.6666666667,-11.6666666667,-18.0,-1,-1,-34.0,-21.6666666667
浙江水利水电学院,-1,48.0,-1,-1,-1,28.5,-1,22.0,-1,-1,-1,-1,-1,45.0,-0.999,19.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.5,92.5,20.0,29.5,-1,-1,-1,45.0,-1,-1,-1,58.0,-1,-1,70.0,96.0,20.0,29.0,162.333333333,182.0,-1,28.0,-1,-1,-1,-1,-1,-1,63.5,81.5,24.5,34.0,-1,-1,-1,26.0
河北科技师范学院,-1,23.3333333333,-1,-1,-1,16.6666666667,-1,11.3333333333,-1,-1,7.0,-0.333333333333,27.0,13.6666666667,-1,6.0,27.6666666667,18.0,-1,27.6666666667,39.3333333333,43.3333333333,-1,2.0,-1,-1,-1,35.0,18.3333333333,16.6666666667,23.0,20.3333333333,-1,-1,-1,-1,53.3333333333,66.3333333333,11.0,11.3333333333,-1,45.3333333333,-1,29.0,-1,156.666666667,-1,3.66666666667,-1,-1,-1,23.6666666667,-1,5.66666666667,-1,51.6666666667,-1,7.0,-1,-1,-1,7.33333333333
六盘水师范学院,3.0,21.0,5.0,11.6666666667,8.5,18.0,-0.5,11.0,-1,-1,-1,-1,3.66666666667,5.33333333333,6.33333333333,8.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37.5,29.0,11.0,12.0,4.5,11.0,1.0,18.6666666667,-1,-1,1.0,15.0,-1,-1,-1,-1,-1,-1,-1,-1,-1.33333333333,3.0,-1,-1,13.0,17.0,-1,-17.0,-1,-1,-2.33333333333,-3.0,-1,-1,33.0,-1
西安外国语大学,71.6666666667,88.6666666667,70.0,71.3333333333,70.6666666667,74.3333333333,64.6666666667,76.0,44.0,54.6666666667,56.3333333333,73.0,109.666666667,130.0,106.666666667,149.666666667,91.6666666667,123.666666667,133.333333333,150.0,111.666666667,133.333333333,102.666666667,107.0,61.3333333333,78.3333333333,115.0,122.666666667,63.6666666667,75.6666666667,91.6666666667,119.333333333,91.0,109.0,54.6666666667,48.6666666667,91.3333333333,115.0,66.0,90.6666666667,130.666666667,178.333333333,70.6666666667,96.6666666667,201.0,244.333333333,42.3333333333,40.6666666667,42.6666666667,22.0,93.0,124.666666667,61.6666666667,63.6666666667,122.333333333,164.333333333,74.0,99.0,149.5,139.0,126.0,136.333333333
首都经济贸易大学,97.6666666667,116.666666667,89.0,111.0,110.333333333,141.333333333,83.3333333333,119.333333333,85.0,139.0,81.6666666667,113.333333333,123.0,157.666666667,117.333333333,180.333333333,112.0,150.333333333,155.333333333,168.0,149.333333333,189.333333333,132.666666667,152.0,57.0,75.0,149.333333333,188.0,77.3333333333,111.0,92.0,140.333333333,91.3333333333,126.333333333,97.0,112.0,100.333333333,138.666666667,102.333333333,144.0,131.666666667,188.666666667,81.3333333333,111.333333333,193.0,222.666666667,47.6666666667,53.0,50.6666666667,61.6666666667,106.0,153.0,84.0,110.0,121.0,183.666666667,80.0,117.333333333,-1,-1,95.6666666667,149.0
重庆警察学院,-1,-1,22.0,22.6666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
张家口学院,18.0,28.0,8.0,41.0,23.0,26.0,16.5,6.0,-1,-1,-4.0,-1,1.5,25.5,16.0,-1,19.0,7.0,30.0,4.0,39.0,29.5,-1,-1,-1,-1,43.0,37.5,8.0,2.5,5.5,-3.0,7.5,15.5,-1,-1,9.66666666667,12.6666666667,13.0,16.0,40.5,57.0,9.0,11.5,-1,-1,3.0,2.0,-1,-1,11.5,20.0,-1,-1,-1,-1,5.0,16.0,-1,-1,-1,-1
四川理工学院,22.0,49.0,21.6666666667,38.6666666667,13.5,36.0,31.0,35.6666666667,32.6666666667,28.0,-1,-1,29.0,47.6666666667,22.6666666667,63.3333333333,-1,-1,-1,25.3333333333,-1,53.3333333333,20.0,11.6666666667,-1,-1,63.0,79.0,22.0,38.0,19.0,41.0,30.6666666667,51.3333333333,-1,-1,29.0,49.6666666667,-1,-1,-1,49.0,27.0,42.3333333333,-1,-1,3.33333333333,5.0,-1,-1,26.3333333333,37.0,12.6666666667,18.0,39.0,65.0,12.0,30.3333333333,-1,-1,-1,61.0
天津商业大学,70.0,84.6666666667,44.6666666667,40.0,53.3333333333,47.0,58.0,66.0,42.6666666667,29.6666666667,37.0,31.6666666667,97.3333333333,102.0,93.3333333333,126.0,62.3333333333,78.6666666667,94.6666666667,90.6666666667,98.6666666667,119.333333333,46.3333333333,23.6666666667,31.3333333333,36.0,96.0,100.666666667,45.6666666667,52.6666666667,51.3333333333,67.0,72.3333333333,89.0,25.6666666667,30.3333333333,61.0,76.6666666667,67.3333333333,93.3333333333,118.666666667,155.333333333,60.6666666667,78.6666666667,167.333333333,185.666666667,20.0,15.6666666667,-0.999,-2.0,59.0,83.3333333333,45.0,53.0,77.3333333333,95.0,62.3333333333,84.3333333333,153.5,124.666666667,70.0,69.0
兰州理工大学,46.0,61.0,19.0,39.6666666667,37.3333333333,58.6666666667,35.6666666667,70.6666666667,15.0,44.6666666667,-3.0,27.3333333333,28.0,57.3333333333,18.0,79.0,20.6666666667,58.0,52.0,61.3333333333,24.0,94.3333333333,16.0,22.6666666667,7.0,21.0,-1,90.6666666667,-1,46.6666666667,26.3333333333,63.6666666667,41.0,73.3333333333,-1,5.0,39.0,66.3333333333,-1,26.3333333333,34.0,76.0,43.3333333333,60.6666666667,142.0,180.0,9.66666666667,15.6666666667,-1,17.0,27.5,92.3333333333,-1,43.3333333333,69.5,86.0,25.0,51.6666666667,-1,-1,45.0,70.3333333333
对外经济贸易大学,124.333333333,165.0,131.0,151.333333333,147.333333333,204.333333333,124.333333333,172.333333333,156.666666667,191.0,128.666666667,176.666666667,157.666666667,204.0,166.0,242.333333333,141.666666667,205.666666667,186.0,235.0,193.333333333,247.666666667,213.0,233.666666667,96.0,134.333333333,179.666666667,240.0,117.666666667,168.333333333,130.333333333,190.0,123.666666667,167.0,133.0,167.333333333,127.666666667,178.666666667,146.333333333,201.333333333,177.0,257.666666667,112.333333333,169.0,238.0,291.666666667,67.6666666667,70.6666666667,91.6666666667,127.333333333,131.666666667,186.666666667,108.333333333,157.333333333,159.0,231.333333333,112.0,166.666666667,207.0,294.666666667,183.666666667,221.333333333
大连工业大学,-1,39.3333333333,-1,26.6666666667,-1,40.0,26.0,31.6666666667,-1,12.5,-1,15.0,-1,43.0,37.0,57.6666666667,40.6666666667,88.0,88.3333333333,127.666666667,80.3333333333,148.666666667,-1,-1.5,-1,14.3333333333,-1,67.3333333333,-1,37.6666666667,-1,56.0,47.6666666667,61.3333333333,-1,4.5,43.3333333333,65.0,-1,24.5,59.0,86.0,41.3333333333,59.0,-1,170.666666667,13.0,11.0,-1,12.6666666667,-1,75.0,-1,38.6666666667,-1,73.3333333333,37.6666666667,41.0,-1,-1,-1,45.6666666667
西北农林科技大学,74.3333333333,109.0,72.0,96.3333333333,81.0,126.666666667,71.6666666667,106.333333333,59.6666666667,104.0,55.6666666667,73.6666666667,92.3333333333,118.333333333,101.333333333,145.666666667,88.3333333333,133.333333333,123.666666667,145.333333333,124.333333333,172.333333333,-1,84.3333333333,50.3333333333,68.0,126.0,158.0,67.6666666667,101.666666667,80.3333333333,118.333333333,84.3333333333,115.666666667,67.0,86.6666666667,80.3333333333,112.0,85.3333333333,124.0,128.0,182.333333333,72.6666666667,106.0,192.666666667,239.666666667,34.0,40.6666666667,-1,79.3333333333,90.6666666667,138.0,61.0,87.3333333333,123.333333333,165.0,67.0,96.3333333333,-1,188.0,115.666666667,123.0
吕梁学院,19.3333333333,34.6666666667,11.0,14.3333333333,4.0,6.66666666667,-2.0,3.66666666667,-1,-1,-0.666666666667,-1.33333333333,-4.5,11.6666666667,12.0,8.66666666667,11.3333333333,7.33333333333,29.6666666667,28.6666666667,20.6666666667,27.0,-33.0,-14.0,-5.0,-5.0,33.0,25.3333333333,5.0,5.0,3.66666666667,4.0,4.66666666667,7.66666666667,-12.0,-10.6666666667,9.33333333333,17.0,-11.3333333333,-7.66666666667,21.0,20.0,-5.0,-11.3333333333,-1,-1,3.33333333333,4.66666666667,0.0,1.0,11.6666666667,14.0,-5.0,-8.0,18.6666666667,34.6666666667,-2.33333333333,13.0,-1,-1,-1,18.5
